,0
110469,Gresham Heights Learning Academy
110470,Islamic Faith Academy
110471,King's Academy Christian School
110472,Oak Hill Montessori School
110473,Azleway - Chapel Hill
110474,Dogan Middle School
110475,Wayne D Boshears Center For Except
110476,St Gregory School
110477,All Saints Episcopal School
110478,Grace Community School - Upper Campus
110479,Christian Heritage School
110480,Bishop Tk Gorman Regional Catholic School
110481,Good Shepherd School
110482,East Texas Christian Academy Elementary School
110483,Tyler Adventist Christian School
110484,University Of Illinois High School
110485,Leal Elementary School
110486,M L King Jr Elementary School
110487,Thomas Paine Elementary School
110488,Urbana High School
110489,Yankee Ridge Elementary School
110490,Wiley Elementary School
110491,Urbana Middle School
110492,Prairie Elementary School
110493,Pooh Bears Inn
110494,Orchard Downs Pre-School
110495,We Disciples Pre-School
110496,Child Development Center-Ui
110497,Carle Auditory Oral School
110498,Cunningham-Circle Academy
110499,Gerber School-Cunningham (Day)
110500,Gerber School-Cunningham (Int)
110501,Cunningham-Circle Academy (Int)
110502,Cunningham-Kendall Gill
110503,Cunningham-Girls
110504,Gerber School-Cunningham
110505,Gerber School-Cunningham (Combo)
110506,Washington Early Childhood Center
110507,Kingswood School
110508,Canaan Academy
110509,University Of Illinois High School
110510,Leal Elementary School
110511,M L King Jr Elementary School
110512,Thomas Paine Elementary School
110513,Urbana High School
110514,Yankee Ridge Elementary School
110515,Wiley Elementary School
110516,Urbana Middle School
110517,Prairie Elementary School
110518,Pooh Bears Inn
110519,Orchard Downs Pre-School
110520,We Disciples Pre-School
110521,Child Development Center-Ui
110522,Carle Auditory Oral School
110523,Cunningham-Circle Academy
110524,Gerber School-Cunningham (Day)
110525,Gerber School-Cunningham (Int)
110526,Cunningham-Circle Academy (Int)
110527,Cunningham-Kendall Gill
110528,Cunningham-Girls
110529,Gerber School-Cunningham
110530,Gerber School-Cunningham (Combo)
110531,Washington Early Childhood Center
110532,Kingswood School
110533,Canaan Academy
110534,Calvary Baptist Christian Academy
110535,Campus Middle School For Girls
110536,Marilyn Queller Child Care Center
110537,Child Development Laboratory-U Of I
110538,Playtime Nursery School
110539,Bradley Learning Center
110540,Happi House Learning Center
110541,Little Hearts & Hands Dc
110542,Children's Center Day Care
110543,Champaign County Nursing Home Day Care Center
110544,Cooperative Nursery School
110545,Caring Place
110546,Calvary Baptist Christian Academy
110547,Campus Middle School For Girls
110548,Marilyn Queller Child Care Center
110549,Child Development Laboratory-U Of I
110550,Playtime Nursery School
110551,Bradley Learning Center
110552,Happi House Learning Center
110553,Little Hearts & Hands Dc
110554,Children's Center Day Care
110555,Champaign County Nursing Home Day Care Center
110556,Cooperative Nursery School
110557,Caring Place
110558,Utica Academy of Science Charter School
110559,Hugh R Jones Elementary School
110560,Martin Luther King Jr Elementary School
110561,Senator James H Donovan Middle School
110562,Christopher Columbus Elementary School
110563,Albany Elementary School
110564,Thomas Jefferson Elementary School
110565,Deerfield Elementary School
110566,Roscoe Conkling Elementary School
110567,General Herkimer Elementary School
110568,John F Hughes Elementary School
110569,John F Kennedy Middle School
110570,Watson Williams Elementary School
110571,Kernan Elementary School
110572,Thomas R Proctor High School
110573,Oneida County Camden Head Start
110574,New Discoveries Learning Center
110575,Mohawk Vly College Kiddie Kampus
110576,New Discoveries Day Care Center
110577,1st Presbyterian Ch Nursery School
110578,Little Lambs Day Care
110579,Masonic Care Community
110580,Junior Junction Dc-St Elizab
110581,Jewish Community Center Pre-School
110582,Trinity Pre-School
110583,Utica Academy of Science Charter School
110584,Hugh R Jones Elementary School
110585,Martin Luther King Jr Elementary School
110586,Senator James H Donovan Middle School
110587,Christopher Columbus Elementary School
110588,Albany Elementary School
110589,Thomas Jefferson Elementary School
110590,Deerfield Elementary School
110591,Roscoe Conkling Elementary School
110592,General Herkimer Elementary School
110593,John F Hughes Elementary School
110594,John F Kennedy Middle School
110595,Watson Williams Elementary School
110596,Kernan Elementary School
110597,Thomas R Proctor High School
110598,Oneida County Camden Head Start
110599,New Discoveries Learning Center
110600,Mohawk Vly College Kiddie Kampus
110601,New Discoveries Day Care Center
110602,1st Presbyterian Ch Nursery School
110603,Little Lambs Day Care
110604,Masonic Care Community
110605,Junior Junction Dc-St Elizab
110606,Jewish Community Center Pre-School
110607,Trinity Pre-School
110608,Court Street Children's Center
110609,Neighborhood Center Of Utica
110610,Thea Bowman House
110611,St Basil's Tiny Tot Nursery School
110612,Access Head Start
110613,Asbury United Methodist Ch Dc
110614,Genesee Street Childrens Center
110615,Cornerstone Head Start
110616,Matts Head Start
110617,Neighborhood 3 Head Start
110618,Mohawk Vly- Ney Ave Head Start
110619,River Road Head Start
110620,Lil' Lambs Day Care
110621,Ucp New Discoveries Learning Center
110622,N Utica Senior Citizens Rec Dc
110623,Mvcaa River Rd Head Start
110624,Garden Of Ferdous Day Care
110625,Utica International Adventist School
110626,Holy Trinity
110627,Sacred Heart School
110628,Notre Dame Elementary School
110629,Notre Dame Junior Senior High School
110630,Tradewinds Education Center
110631,Tilton School
110632,UCP of Utica
110633,Court Street Children's Center
110634,Neighborhood Center Of Utica
110635,Thea Bowman House
110636,St Basil's Tiny Tot Nursery School
110637,Access Head Start
110638,Asbury United Methodist Ch Dc
110639,Genesee Street Childrens Center
110640,Cornerstone Head Start
110641,Matts Head Start
110642,Neighborhood 3 Head Start
110643,Mohawk Vly- Ney Ave Head Start
110644,River Road Head Start
110645,Lil' Lambs Day Care
110646,Ucp New Discoveries Learning Center
110647,N Utica Senior Citizens Rec Dc
110648,Mvcaa River Rd Head Start
110649,Garden Of Ferdous Day Care
110650,Utica International Adventist School
110651,Holy Trinity
110652,Sacred Heart School
110653,Notre Dame Elementary School
110654,Notre Dame Junior Senior High School
110655,Tradewinds Education Center
110656,Tilton School
110657,UCP of Utica
110658,Mit Academy
110659,Joseph H. Wardlaw Elementary School
110660,Mare Island Technology Academy
110661,Dan Mini Elementary School
110662,Vallejo Charter School
110663,Caliber: Changemakers Academy
110664,Cave Language Academy
110665,Mare Island Health And Fitness Academy
110666,Federal Terrace Elementary School
110667,Glen Cove Elementary School
110668,Highland Elementary School
110669,Grace Patterson Elementary School
110670,Elsa Widenmann Elementary School
110671,Jesse M. Bethel High School
110672,Beverly Hills Elementary School
110673,Franklin Middle School
110674,Annie Pennycook Elementary School
110675,Solano Middle School
110676,Hogan Middle School
110677,Steffan Manor Elementary School
110678,Johnston Cooper Elementary School
110679,Lincoln Elementary School
110680,Loma Vista Environmental Science Academy
110681,Vallejo High School
110682,John Finney High (Continuation) School
110683,Mit Academy
110684,Joseph H. Wardlaw Elementary School
110685,Mare Island Technology Academy
110686,Dan Mini Elementary School
110687,Vallejo Charter School
110688,Caliber: Changemakers Academy
110689,Cave Language Academy
110690,Mare Island Health And Fitness Academy
110691,Federal Terrace Elementary School
110692,Glen Cove Elementary School
110693,Highland Elementary School
110694,Grace Patterson Elementary School
110695,Elsa Widenmann Elementary School
110696,Jesse M. Bethel High School
110697,Beverly Hills Elementary School
110698,Franklin Middle School
110699,Annie Pennycook Elementary School
110700,Solano Middle School
110701,Hogan Middle School
110702,Steffan Manor Elementary School
110703,Johnston Cooper Elementary School
110704,Lincoln Elementary School
110705,Loma Vista Environmental Science Academy
110706,Vallejo High School
110707,John Finney High (Continuation) School
110708,Vallejo Education Academy
110709,Vallejo Regional Education Center
110710,Jesus Is Alive Christian Academy
110711,Special Touch Learning Academy
110712,Kindercare Learning Center
110713,The Beal Academy
110714,Calvary Christian Academy
110715,Special Touch Homeschool
110716,Vallejo Center for Learning
110717,Tender Hearts-Pre-School
110718,Vusd-Widenmann Child Development Center & Pre-School
110719,Emmanuel Arms Christian Child Care Center
110720,Yoputh & Family Svcs Day Care
110721,St Basil's Pre-School
110722,Herren's Day Care
110723,Beverly Hills Child Development Center
110724,Lively Stones Child Care Center & Pre-School
110725,Sonshine Morning Pre-School
110726,Reignierd Pre-School
110727,St Vent Ferrer Pre-School & Dc
110728,Kiddie Academy Pre-School
110729,Vallejo Parent Nursery School
110730,Starting Gate School
110731,Admiral Farragut Pre-School
110732,Sereno Village Child Development Center & Preschool
110733,Vallejo Education Academy
110734,Vallejo Regional Education Center
110735,Jesus Is Alive Christian Academy
110736,Special Touch Learning Academy
110737,Kindercare Learning Center
110738,The Beal Academy
110739,Calvary Christian Academy
110740,Special Touch Homeschool
110741,Vallejo Center for Learning
110742,Tender Hearts-Pre-School
110743,Vusd-Widenmann Child Development Center & Pre-School
110744,Emmanuel Arms Christian Child Care Center
110745,Yoputh & Family Svcs Day Care
110746,St Basil's Pre-School
110747,Herren's Day Care
110748,Beverly Hills Child Development Center
110749,Lively Stones Child Care Center & Pre-School
110750,Sonshine Morning Pre-School
110751,Reignierd Pre-School
110752,St Vent Ferrer Pre-School & Dc
110753,Kiddie Academy Pre-School
110754,Vallejo Parent Nursery School
110755,Starting Gate School
110756,Admiral Farragut Pre-School
110757,Sereno Village Child Development Center & Preschool
110758,Everest School
110759,New Horizons A Montessori School
110760,UHS School - Vallejo
110761,Aspire 2 Achieve School
110762,Learning Inspiration Academy
110763,Mosaic Christian School
110764,Susie's Angels Day Care
110765,Fresh Start Child Care Center
110766,Kids Kingdom Child Development Center
110767,Vusd Dc-Steffan Manor
110768,Washington Park Head Start
110769,Bj & The Bears Day Care
110770,Special Touch Day Care
110771,Mustard Seed Pre-School
110772,Son Valley Academy
110773,St. Basil's
110774,St Vincent Ferrer School
110775,St. Patrick-St. Vincent High School
110776,North Hills Christian School
110777,Reignierd School
110778,St. Catherine Of Siena School
110779,Everest School
110780,New Horizons A Montessori School
110781,UHS School - Vallejo
110782,Aspire 2 Achieve School
110783,Learning Inspiration Academy
110784,Mosaic Christian School
110785,Susie's Angels Day Care
110786,Fresh Start Child Care Center
110787,Kids Kingdom Child Development Center
110788,Vusd Dc-Steffan Manor
110789,Washington Park Head Start
110790,Bj & The Bears Day Care
110791,Special Touch Day Care
110792,Mustard Seed Pre-School
110793,Son Valley Academy
110794,St. Basil's
110795,St Vincent Ferrer School
110796,St. Patrick-St. Vincent High School
110797,North Hills Christian School
110798,Reignierd School
110799,St. Catherine Of Siena School
110800,Liberty Magnet School
110801,Rosewood Magnet School
110802,Osceola Magnet School
110803,Beachland Elementary School
110804,Imagine At South Vero
110805,Indian River Charter High School
110806,North County Charter School
110807,Glendale Elementary School
110808,Vero Beach High School
110809,Citrus Elementary School
110810,Treasure Coast Elementary School
110811,Storm Grove Middle School
110812,Dodgertown Elementary School
110813,Gifford Middle School
110814,Indian River Academy
110815,Oslo Middle School
110816,St. Peter's Academy
110817,Vero Beach Elementary School
110818,Sebastian River High School
110819,Master's Academy Of Vero Beach
110820,Treasure Coast Montessori
110821,Exceptional Student Education
110822,Alternative Center For Education
110823,Children's Discovery Center
110824,Adult And Community Education School
110825,Liberty Magnet School
110826,Rosewood Magnet School
110827,Osceola Magnet School
110828,Beachland Elementary School
110829,Imagine At South Vero
110830,Indian River Charter High School
110831,North County Charter School
110832,Glendale Elementary School
110833,Vero Beach High School
110834,Citrus Elementary School
110835,Treasure Coast Elementary School
110836,Storm Grove Middle School
110837,Dodgertown Elementary School
110838,Gifford Middle School
110839,Indian River Academy
110840,Oslo Middle School
110841,St. Peter's Academy
110842,Vero Beach Elementary School
110843,Sebastian River High School
110844,Master's Academy Of Vero Beach
